location,description,secs,category,CDNumber,CDName,tracknum,clusterLabel,clusterName
07037087.wav,"Footsteps on Country Road, two women running, departing.",19,,EC99H,Footsteps On Country Road: Running,3,5.0,footstep
07037088.wav,"Footsteps on Country Road, man & woman running, with start & stop.",63,,EC99H,Footsteps On Country Road: Running,4,5.0,footstep
07037089.wav,"Footsteps on Country Road, man & woman running, with approach & stop.",20,,EC99H,Footsteps On Country Road: Running,5,5.0,footstep
07037090.wav,"Footsteps on Country Road, man & woman running, departing.",18,,EC99H,Footsteps On Country Road: Running,6,5.0,footstep
07037091.wav,"Footsteps on Country Road, two men & one woman running, with start & stop.",70,,EC99H,Footsteps On Country Road: Running,7,5.0,footstep
07037092.wav,"Footsteps on Country Road, two men & one woman running, with approach & stop.",18,,EC99H,Footsteps On Country Road: Running,8,5.0,footstep
07037111.wav,"Footsteps Up Wooden Stairs, two women, slow, departing.",23,,EC99K,Slow Footsteps Up Wooden Stairs,3,5.0,footstep
07037079.wav,"Footsteps on Country Road, three men running, with start & stop.",69,,EC99G,Footsteps On Country Road: Running,7,5.0,footstep
07037077.wav,"Footsteps on Country Road, two men running, with approach & stop.",18,,EC99G,Footsteps On Country Road: Running,5,5.0,footstep
07037099.wav,"Footsteps Up Wooden Stairs, man, slow, departing.",24,,EC99J,Slow Footsteps Up Wooden Stairs,3,5.0,footstep
07037100.wav,"Footsteps Up Wooden Stairs, two men, slow, with start & stop.",24,,EC99J,Slow Footsteps Up Wooden Stairs,4,5.0,footstep
07037101.wav,"Footsteps Up Wooden Stairs, two men, slow, with approach & stop.",26,,EC99J,Slow Footsteps Up Wooden Stairs,5,5.0,footstep
07037102.wav,"Footsteps Up Wooden Stairs, two men, slow, departing.",24,,EC99J,Slow Footsteps Up Wooden Stairs,6,5.0,footstep
07037061.wav,"Footsteps on Country Road, two women walking, with start & stop.",75,,EC99F,Footsteps On Country Road: Walking,1,5.0,footstep
07037062.wav,"Footsteps on Country Road, two women walking, with approach & stop.",17,,EC99F,Footsteps On Country Road: Walking,2,5.0,footstep
07037103.wav,"Footsteps Up Wooden Stairs, three men, slow, with start & stop.",26,,EC99J,Slow Footsteps Up Wooden Stairs,7,5.0,footstep
07064130.wav,1 man starts and stops (reprocessed),154,Footsteps: Male: Road: Running,ECD055,Footsteps 1,55,5.0,footstep
07037194.wav,"Footsteps on Wood, man walking, with approach & stop. (Dead acoustic.)",15,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),2,5.0,footstep
07037064.wav,"Footsteps on Country Road, man & woman, with start & stop.",71,,EC99F,Footsteps On Country Road: Walking,4,5.0,footstep
07037104.wav,"Footsteps Up Wooden Stairs, three men, slow, with approach & stop.",24,,EC99J,Slow Footsteps Up Wooden Stairs,8,5.0,footstep
07037105.wav,"Footsteps Up Wooden Stairs, three men, slow, departing.",25,,EC99J,Slow Footsteps Up Wooden Stairs,9,5.0,footstep
07064132.wav,1 man departs (reprocessed),14,Footsteps: Male: Road: Running,ECD055,Footsteps 1,57,5.0,footstep
07064133.wav,2 men start and stop (reprocessed),65,Footsteps: Male: Road: Running,ECD055,Footsteps 1,58,5.0,footstep
07037106.wav,"Footsteps Up Wooden Stairs, woman, slow, with start & stop.",20,,EC99J,Slow Footsteps Up Wooden Stairs,10,5.0,footstep
07037107.wav,"Footsteps Up Wooden Stairs, woman, slow, with approach & stop.",24,,EC99J,Slow Footsteps Up Wooden Stairs,11,5.0,footstep
07037108.wav,"Footsteps Up Wooden Stairs, woman, slow, departing.",23,,EC99J,Slow Footsteps Up Wooden Stairs,12,5.0,footstep
07064134.wav,2 men approach and stop (reprocessed),14,Footsteps: Male: Road: Running,ECD055,Footsteps 1,59,5.0,footstep
07037109.wav,"Footsteps Up Wooden Stairs, two women, slow, with start & stop.",28,,EC99K,Slow Footsteps Up Wooden Stairs,1,5.0,footstep
07037098.wav,"Footsteps Up Wooden Stairs, man, slow, with approach & stop.",23,,EC99J,Slow Footsteps Up Wooden Stairs,2,5.0,footstep
07037078.wav,"Footsteps on Country Road, two men running, departing.",18,,EC99G,Footsteps On Country Road: Running,6,5.0,footstep
07037097.wav,"Footsteps Up Wooden Stairs, man, slow, with start & stop.",29,,EC99J,Slow Footsteps Up Wooden Stairs,1,5.0,footstep
07037095.wav,"Footsteps on Country Road, two men & two women running, with approach & stop.",20,,EC99H,Footsteps On Country Road: Running,11,5.0,footstep
07037076.wav,"Footsteps on Country Road, two men running, with start & stop.",69,,EC99G,Footsteps On Country Road: Running,4,5.0,footstep
07037093.wav,"Footsteps on Country Road, two men & one woman running, departing.",19,,EC99H,Footsteps On Country Road: Running,9,5.0,footstep
07037075.wav,"Footsteps on Country Road, man running, departing.",18,,EC99G,Footsteps On Country Road: Running,3,5.0,footstep
07037074.wav,"Footsteps on Country Road, man running, with approach & stop.",16,,EC99G,Footsteps On Country Road: Running,2,5.0,footstep
07037073.wav,"Footsteps on Country Road, man running, with start & stop.",68,,EC99G,Footsteps On Country Road: Running,1,5.0,footstep
07037072.wav,"Footsteps on Country Road, two men & two women walking, departing.",16,,EC99F,Footsteps On Country Road: Walking,12,5.0,footstep
07037071.wav,"Footsteps on Country Road, two men & two women walking, with approach & stop.",17,,EC99F,Footsteps On Country Road: Walking,11,5.0,footstep
07037094.wav,"Footsteps on Country Road, two men & two women running, with start & stop.",71,,EC99H,Footsteps On Country Road: Running,10,5.0,footstep
07037070.wav,"Footsteps on Country Road, two men & two women walking, with start & stop.",69,,EC99F,Footsteps On Country Road: Walking,10,5.0,footstep
07037069.wav,"Footsteps on Country Road, two men & one woman walking, departing.",18,,EC99F,Footsteps On Country Road: Walking,9,5.0,footstep
07037068.wav,"Footsteps on Country Road, two men & one woman walking, with approach & stop.",18,,EC99F,Footsteps On Country Road: Walking,8,5.0,footstep
07037067.wav,"Footsteps on Country Road, two men & one woman walking, with start & stop.",69,,EC99F,Footsteps On Country Road: Walking,7,5.0,footstep
07037066.wav,"Footsteps on Country Road, man & woman, departing.",17,,EC99F,Footsteps On Country Road: Walking,6,5.0,footstep
07037065.wav,"Footsteps on Country Road, man & woman, with approach & stop.",17,,EC99F,Footsteps On Country Road: Walking,5,5.0,footstep
07037058.wav,"Footsteps on Country Road, woman walking, with start & stop.",67,,EC99E,Footsteps On Country Road: Walking,10,5.0,footstep
07037059.wav,"Footsteps on Country Road, woman walking, with approach & stop.",17,,EC99E,Footsteps On Country Road: Walking,11,5.0,footstep
07037060.wav,"Footsteps on Country Road, woman walking, departing.",17,,EC99E,Footsteps On Country Road: Walking,12,5.0,footstep
07064128.wav,2 men 2 women approach and stop (reprocessed),14,Footsteps: Male: Road: Walking,ECD055,Footsteps 1,53,5.0,footstep
07064129.wav,2 men 2 women depart (reprocessed),14,Footsteps: Male: Road: Walking,ECD055,Footsteps 1,54,5.0,footstep
07037096.wav,"Footsteps on Country Road, two men & two women running, departing.",20,,EC99H,Footsteps On Country Road: Running,12,5.0,footstep
07037195.wav,"Footsteps on Wood, man walking, departing. (Dead acoustic.)",16,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),3,5.0,footstep
07064200.wav,1 woman approaches and stops (reprocessed),11,Footsteps: Female: Stone: Running,ECD056,Footsteps 2,26,5.0,footstep
07037197.wav,"Footsteps on Wood, two men walking, with approach & stop. (Dead acoustic.)",16,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),5,5.0,footstep
07064209.wav,1 woman approaches and stops (reprocessed),22,Footsteps: Female: Wooden Stairs: Ascending,ECD056,Footsteps 2,35,5.0,footstep
07064210.wav,1 woman departs (reprocessed),19,Footsteps: Female: Wooden Stairs: Ascending,ECD056,Footsteps 2,36,5.0,footstep
07064211.wav,2 women start and stop (reprocessed),25,Footsteps: Female: Wooden Stairs: Ascending,ECD056,Footsteps 2,37,5.0,footstep
07064212.wav,2 women approach and stop (reprocessed),24,Footsteps: Female: Wooden Stairs: Ascending,ECD056,Footsteps 2,38,5.0,footstep
07064213.wav,2 women depart (reprocessed),20,Footsteps: Female: Wooden Stairs: Ascending,ECD056,Footsteps 2,39,5.0,footstep
07064214.wav,1 man 1 woman start and stop (reprocessed),22,Footsteps: Male: Wooden Stairs: Ascending,ECD056,Footsteps 2,40,5.0,footstep
07064215.wav,1 man 1 woman approach and stop (reprocessed),20,Footsteps: Male: Wooden Stairs: Ascending,ECD056,Footsteps 2,41,5.0,footstep
07064216.wav,1 man 1 woman depart (reprocessed),16,Footsteps: Male: Wooden Stairs: Ascending,ECD056,Footsteps 2,42,5.0,footstep
07064217.wav,1 man starts and stops (reprocessed),15,Footsteps: Male: Wooden Stairs: Descending,ECD056,Footsteps 2,43,5.0,footstep
07064218.wav,1 man approaches and stops (reprocessed),16,Footsteps: Male: Wooden Stairs: Descending,ECD056,Footsteps 2,44,5.0,footstep
07064219.wav,1 man departs (reprocessed),17,Footsteps: Male: Wooden Stairs: Descending,ECD056,Footsteps 2,45,5.0,footstep
07064220.wav,2 men start and stop (reprocessed),16,Footsteps: Male: Wooden Stairs: Descending,ECD056,Footsteps 2,46,5.0,footstep
07064221.wav,2 men approach and stop (reprocessed),17,Footsteps: Male: Wooden Stairs: Descending,ECD056,Footsteps 2,47,5.0,footstep
07064222.wav,2 men depart (reprocessed),16,Footsteps: Male: Wooden Stairs: Descending,ECD056,Footsteps 2,48,5.0,footstep
07064223.wav,1 woman starts and stops (reprocessed),14,Footsteps: Female: Wooden Stairs: Descending,ECD056,Footsteps 2,49,5.0,footstep
07064224.wav,1 woman approaches and stops (reprocessed),16,Footsteps: Female: Wooden Stairs: Descending,ECD056,Footsteps 2,50,5.0,footstep
07064225.wav,1 woman departs (reprocessed),15,Footsteps: Female: Wooden Stairs: Descending,ECD056,Footsteps 2,51,5.0,footstep
07064226.wav,2 women start and stop (reprocessed),16,Footsteps: Female: Wooden Stairs: Descending,ECD056,Footsteps 2,52,5.0,footstep
07064227.wav,2 women approach and stop (reprocessed),14,Footsteps: Female: Wooden Stairs: Descending,ECD056,Footsteps 2,53,5.0,footstep
07064208.wav,1 woman starts and stops (reprocessed),17,Footsteps: Female: Wooden Stairs: Ascending,ECD056,Footsteps 2,34,5.0,footstep
07043089.wav,Two men walking on pavement.,53,,ECD007,"Crowds, Children & Footsteps",44,5.0,footstep
07064207.wav,2 men depart (reprocessed),20,Footsteps: Male: Wooden Stairs: Ascending,ECD056,Footsteps 2,33,5.0,footstep
07064205.wav,2 men start and stop (reprocessed),20,Footsteps: Male: Wooden Stairs: Ascending,ECD056,Footsteps 2,31,5.0,footstep
07037227.wav,"Footsteps on Wood, woman running, with approach & stop. (Dead acoustic.)",16,,EC99U,Footsteps On Wood: Running (Dead Acoustic),11,5.0,footstep
07037228.wav,"Footsteps on Wood, woman running, departing. (Dead acoustic.)",15,,EC99U,Footsteps On Wood: Running (Dead Acoustic),12,5.0,footstep
07037229.wav,"Footsteps on Wood, two women running, with start & stop. (Dead acoustic.)",62,,EC99V,Footsteps On Wood: Running (Dead Acoustic),1,5.0,footstep
07037230.wav,"Footsteps on Wood, two women running, with approach & stop. (Dead acoustic.)",17,,EC99V,Footsteps On Wood: Running (Dead Acoustic),2,5.0,footstep
07037231.wav,"Footsteps on Wood, two women running, departing. (Dead acoustic.)",14,,EC99V,Footsteps On Wood: Running (Dead Acoustic),3,5.0,footstep
07037232.wav,"Footsteps on Wood, man & woman running, with start & stop. (Dead acoustic.)",64,,EC99V,Footsteps On Wood: Running (Dead Acoustic),4,5.0,footstep
07037233.wav,"Footsteps on Wood, man & woman running, with approach & stop. (Dead acoustic.)",21,,EC99V,Footsteps On Wood: Running (Dead Acoustic),5,5.0,footstep
07037234.wav,"Footsteps on Wood, man & woman running, departing. (Dead acoustic.)",21,,EC99V,Footsteps On Wood: Running (Dead Acoustic),6,5.0,footstep
07037235.wav,"Footsteps on Wood, two men & one woman running, with start and stop. (Dead acoustic.)",71,,EC99V,Footsteps On Wood: Running (Dead Acoustic),7,5.0,footstep
07037236.wav,"Footsteps on Wood, two men & one woman running, with approach & stop. (Dead acoustic.)",18,,EC99V,Footsteps On Wood: Running (Dead Acoustic),8,5.0,footstep
07037237.wav,"Footsteps on Wood, two men & one woman running, departing. (Dead acoustic.)",17,,EC99V,Footsteps On Wood: Running (Dead Acoustic),9,5.0,footstep
07037238.wav,"Footsteps on Wood, two men & two women running, with start & stop. (Dead acoustic.)",69,,EC99V,Footsteps On Wood: Running (Dead Acoustic),10,5.0,footstep
07037239.wav,"Footsteps on Wood, two men & two women running, with approach & stop. (Dead acoustic.)",21,,EC99V,Footsteps On Wood: Running (Dead Acoustic),11,5.0,footstep
07037240.wav,"Footsteps on Wood, two men & two women running, departing. (Dead acoustic.)",21,,EC99V,Footsteps On Wood: Running (Dead Acoustic),12,5.0,footstep
07004052.wav,"Running, 2 men departing.",27,,EC100A,Footsteps In Undergrowth: Running,12,5.0,footstep
07064201.wav,1 woman departs (reprocessed),13,Footsteps: Female: Stone: Running,ECD056,Footsteps 2,27,5.0,footstep
07064202.wav,1 man starts and stops (reprocessed),24,Footsteps: Male: Wooden Stairs: Ascending,ECD056,Footsteps 2,28,5.0,footstep
07064203.wav,1 man approaches and stops (reprocessed),21,Footsteps: Male: Wooden Stairs: Ascending,ECD056,Footsteps 2,29,5.0,footstep
07064204.wav,1 man departs (reprocessed),19,Footsteps: Male: Wooden Stairs: Ascending,ECD056,Footsteps 2,30,5.0,footstep
07064206.wav,2 men approach and stop (reprocessed),23,Footsteps: Male: Wooden Stairs: Ascending,ECD056,Footsteps 2,32,5.0,footstep
07064228.wav,2 women depart (reprocessed),14,Footsteps: Female: Wooden Stairs: Descending,ECD056,Footsteps 2,54,5.0,footstep
07064229.wav,1 man 1 woman start and stop (reprocessed),15,Footsteps: Male: Wooden Stairs: Descending,ECD056,Footsteps 2,55,5.0,footstep
07064230.wav,1 man 1 woman approach and stop (reprocessed),14,Footsteps: Male: Wooden Stairs: Descending,ECD056,Footsteps 2,56,5.0,footstep
07064253.wav,2 women start and stop (reprocessed),43,Footsteps: Female: Stone Stairs: Descending,ECD056,Footsteps 2,79,5.0,footstep
07064254.wav,2 women approach and stop (reprocessed),9,Footsteps: Female: Stone Stairs: Descending,ECD056,Footsteps 2,80,5.0,footstep
07064273.wav,1 woman departs (reprocessed),21,Footsteps: Female: Metal Stairs: Descending,ECD056,Footsteps 2,99,5.0,footstep
07064272.wav,1 woman approaches and stops (reprocessed),18,Footsteps: Female: Metal Stairs: Descending,ECD056,Footsteps 2,98,5.0,footstep
07064271.wav,1 woman starts and stops (reprocessed),22,Footsteps: Female: Metal Stairs: Descending,ECD056,Footsteps 2,97,5.0,footstep
07064270.wav,2 men depart (reprocessed),20,Footsteps: Male: Metal Stairs: Descending,ECD056,Footsteps 2,96,5.0,footstep
07064269.wav,2 men approach and stop (reprocessed),26,Footsteps: Male: Metal Stairs: Descending,ECD056,Footsteps 2,95,5.0,footstep
07064268.wav,2 men start and stop (reprocessed),41,Footsteps: Male: Metal Stairs: Descending,ECD056,Footsteps 2,94,5.0,footstep
07064267.wav,1 man departs (reprocessed),18,Footsteps: Male: Metal Stairs: Descending,ECD056,Footsteps 2,93,5.0,footstep
07064266.wav,1 man approaches and stops (reprocessed),18,Footsteps: Male: Metal Stairs: Descending,ECD056,Footsteps 2,92,5.0,footstep
07064255.wav,2 women depart (reprocessed),9,Footsteps: Female: Stone Stairs: Descending,ECD056,Footsteps 2,81,5.0,footstep
07064265.wav,1 man starts and stops (reprocessed),34,Footsteps: Male: Metal Stairs: Descending,ECD056,Footsteps 2,91,5.0,footstep
07064264.wav,1 woman departs (reprocessed),17,Footsteps: Female: Metal Stairs: Ascending,ECD056,Footsteps 2,90,5.0,footstep
07064263.wav,1 woman approaches and stops (reprocessed),25,Footsteps: Female: Metal Stairs: Ascending,ECD056,Footsteps 2,89,5.0,footstep
07064262.wav,1 woman starts and stops (reprocessed),36,Footsteps: Female: Metal Stairs: Ascending,ECD056,Footsteps 2,88,5.0,footstep
07064261.wav,2 men depart (reprocessed),21,Footsteps: Male: Metal Stairs: Ascending,ECD056,Footsteps 2,87,5.0,footstep
07064260.wav,2 men approach and stop (reprocessed),24,Footsteps: Male: Metal Stairs: Ascending,ECD056,Footsteps 2,86,5.0,footstep
07064259.wav,2 men start and stop (reprocessed),36,Footsteps: Male: Metal Stairs: Ascending,ECD056,Footsteps 2,85,5.0,footstep
07064256.wav,1 man starts and stops (reprocessed),35,Footsteps: Male: Metal Stairs: Ascending,ECD056,Footsteps 2,82,5.0,footstep
07064252.wav,1 woman departs (reprocessed),11,Footsteps: Female: Stone Stairs: Descending,ECD056,Footsteps 2,78,5.0,footstep
07064251.wav,1 woman approaches and stops (reprocessed),9,Footsteps: Female: Stone Stairs: Descending,ECD056,Footsteps 2,77,5.0,footstep
07064250.wav,1 woman starts and stops (reprocessed),49,Footsteps: Female: Stone Stairs: Descending,ECD056,Footsteps 2,76,5.0,footstep
07064249.wav,2 men depart (reprocessed),12,Footsteps: Male: Stone Stairs: Descending,ECD056,Footsteps 2,75,5.0,footstep
07064231.wav,1 man 1 woman depart (reprocessed),15,Footsteps: Male: Wooden Stairs: Descending,ECD056,Footsteps 2,57,5.0,footstep
07064232.wav,1 man starts and stops (reprocessed),26,Footsteps: Male: Stone Stairs: Ascending,ECD056,Footsteps 2,58,5.0,footstep
07064233.wav,1 man approaches and stops (reprocessed),11,Footsteps: Male: Stone Stairs: Ascending,ECD056,Footsteps 2,59,5.0,footstep
07064234.wav,1 man departs (reprocessed),12,Footsteps: Male: Stone Stairs: Ascending,ECD056,Footsteps 2,60,5.0,footstep
07064235.wav,2 men start and stop (reprocessed),28,Footsteps: Male: Stone Stairs: Ascending,ECD056,Footsteps 2,61,5.0,footstep
07064236.wav,2 men approach and stop (reprocessed),11,Footsteps: Male: Stone Stairs: Ascending,ECD056,Footsteps 2,62,5.0,footstep
07064237.wav,2 men depart (reprocessed),14,Footsteps: Male: Stone Stairs: Ascending,ECD056,Footsteps 2,63,5.0,footstep
07064238.wav,1 woman starts and stops (reprocessed),37,Footsteps: Female: Stone Stairs: Ascending,ECD056,Footsteps 2,64,5.0,footstep
07064239.wav,1 woman approaches and stops (reprocessed),15,Footsteps: Female: Stone Stairs: Ascending,ECD056,Footsteps 2,65,5.0,footstep
07037226.wav,"Footsteps on Wood, woman running, with start & stop. (Dead acoustic.)",70,,EC99U,Footsteps On Wood: Running (Dead Acoustic),10,5.0,footstep
07064240.wav,1 woman departs (reprocessed),13,Footsteps: Female: Stone Stairs: Ascending,ECD056,Footsteps 2,66,5.0,footstep
07064242.wav,2 women approach and stop (reprocessed),17,Footsteps: Female: Stone Stairs: Ascending,ECD056,Footsteps 2,68,5.0,footstep
07064243.wav,2 women depart (reprocessed),16,Footsteps: Female: Stone Stairs: Ascending,ECD056,Footsteps 2,69,5.0,footstep
07039250.wav,Woman walking on country road.,53,,EC1009B,,7,5.0,footstep
07039253.wav,Woman walking on country road.,55,,EC1009B,,10,5.0,footstep
07064244.wav,1 man starts and stops (reprocessed),36,Footsteps: Male: Stone Stairs: Descending,ECD056,Footsteps 2,70,5.0,footstep
07064245.wav,1 man approaches and stops (reprocessed),10,Footsteps: Male: Stone Stairs: Descending,ECD056,Footsteps 2,71,5.0,footstep
07064246.wav,1 man departs (reprocessed),13,Footsteps: Male: Stone Stairs: Descending,ECD056,Footsteps 2,72,5.0,footstep
07064247.wav,2 men start and stop (reprocessed),36,Footsteps: Male: Stone Stairs: Descending,ECD056,Footsteps 2,73,5.0,footstep
07064248.wav,2 men approach and stop (reprocessed),11,Footsteps: Male: Stone Stairs: Descending,ECD056,Footsteps 2,74,5.0,footstep
07064241.wav,2 women start and stop (reprocessed),30,Footsteps: Female: Stone Stairs: Ascending,ECD056,Footsteps 2,67,5.0,footstep
07037196.wav,"Footsteps on Wood, two men walking, with start & stop. (Dead acoustic.)",67,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),4,5.0,footstep
07037225.wav,"Footsteps on Wood, three men running, departing. (Dead acoustic.)",18,,EC99U,Footsteps On Wood: Running (Dead Acoustic),9,5.0,footstep
07037223.wav,"Footsteps on Wood, three men running, with start & stop. (Dead acoustic.)",67,,EC99U,Footsteps On Wood: Running (Dead Acoustic),7,5.0,footstep
07064153.wav,1 woman departs (reprocessed),10,Footsteps: Female: Wood: Walking,ECD055,Footsteps 1,78,5.0,footstep
07064154.wav,2 women start and stop (reprocessed),64,Footsteps: Female: Wood: Walking,ECD055,Footsteps 1,79,5.0,footstep
07064155.wav,2 women approach and stop (reprocessed),10,Footsteps: Female: Wood: Walking,ECD055,Footsteps 1,80,5.0,footstep
07064156.wav,2 women depart (reprocessed),10,Footsteps: Female: Wood: Walking,ECD055,Footsteps 1,81,5.0,footstep
07064157.wav,1 man 1 woman start and stop (reprocessed),59,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,82,5.0,footstep
07064158.wav,1 man 1 woman approach and stop (reprocessed),12,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,83,5.0,footstep
07064159.wav,1 man 1 woman depart (reprocessed),12,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,84,5.0,footstep
07064160.wav,1 man starts and stops (reprocessed),65,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,85,5.0,footstep
07064161.wav,1 man approaches and stops (reprocessed),14,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,86,5.0,footstep
07064162.wav,1 man departs (reprocessed),12,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,87,5.0,footstep
07064164.wav,2 men approach and stop (reprocessed),14,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,89,5.0,footstep
07064165.wav,2 men depart (reprocessed),16,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,90,5.0,footstep
07064166.wav,1 woman starts and stops (reprocessed),67,Footsteps: Female: Wood: Running,ECD055,Footsteps 1,91,5.0,footstep
07064167.wav,1 woman approaches and stops (reprocessed),12,Footsteps: Female: Wood: Running,ECD055,Footsteps 1,92,5.0,footstep
07064168.wav,1 woman departs (reprocessed),13,Footsteps: Female: Wood: Running,ECD055,Footsteps 1,93,5.0,footstep
07064169.wav,2 women start and stop (reprocessed),60,Footsteps: Female: Wood: Running,ECD055,Footsteps 1,94,5.0,footstep
07064170.wav,2 women approach and stop (reprocessed),13,Footsteps: Female: Wood: Running,ECD055,Footsteps 1,95,5.0,footstep
07037203.wav,"Footsteps on Wood, woman walking, with approach & stop. (Dead acoustic.)",15,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),11,5.0,footstep
07064171.wav,2 women depart (reprocessed),12,Footsteps: Female: Wood: Running,ECD055,Footsteps 1,96,5.0,footstep
07064152.wav,1 woman approaches and stops (reprocessed),12,Footsteps: Female: Wood: Walking,ECD055,Footsteps 1,77,5.0,footstep
07064172.wav,1 man 1 woman start and stop (reprocessed),61,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,97,5.0,footstep
07064151.wav,1 woman starts and stops (reprocessed),62,Footsteps: Female: Wood: Walking,ECD055,Footsteps 1,76,5.0,footstep
07064149.wav,2 men approach and stop (reprocessed),13,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,74,5.0,footstep
07037198.wav,"Footsteps on Wood, two men walking, departing. (Dead acoustic.)",21,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),6,5.0,footstep
07037199.wav,"Footsteps on Wood, three men walking, with start & stop. (Dead acoustic.)",69,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),7,5.0,footstep
07037200.wav,"Footsteps on Wood, three men walking, with approach & stop. (Dead acoustic.)",17,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),8,5.0,footstep
07037201.wav,"Footsteps on Wood, three men walking, departing. (Dead acoustic.)",16,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),9,5.0,footstep
07037202.wav,"Footsteps on Wood, woman walking, with start & stop. (Dead acoustic.)",65,,EC99S,Footsteps On Wood: Walking (Dead Acoustic),10,5.0,footstep
07064135.wav,2 men depart (reprocessed),15,Footsteps: Male: Road: Running,ECD055,Footsteps 1,60,5.0,footstep
07064136.wav,1 woman starts and stops (reprocessed),64,Footsteps: Female: Road: Running,ECD055,Footsteps 1,61,5.0,footstep
07064137.wav,1 woman approaches and stops (reprocessed),16,Footsteps: Female: Road: Running,ECD055,Footsteps 1,62,5.0,footstep
07064138.wav,1 woman departs (reprocessed),15,Footsteps: Female: Road: Running,ECD055,Footsteps 1,63,5.0,footstep
07064139.wav,2 women start and stop (reprocessed),65,Footsteps: Female: Road: Running,ECD055,Footsteps 1,64,5.0,footstep
07064140.wav,2 women approach and stop (reprocessed),15,Footsteps: Female: Road: Running,ECD055,Footsteps 1,65,5.0,footstep
07064141.wav,2 women depart (reprocessed),16,Footsteps: Female: Road: Running,ECD055,Footsteps 1,66,5.0,footstep
07064142.wav,1 man 1 woman start and stop (reprocessed),61,Footsteps: Male: Road: Running,ECD055,Footsteps 1,67,5.0,footstep
07064143.wav,1 man 1 woman approach and stop (reprocessed),17,Footsteps: Male: Road: Running,ECD055,Footsteps 1,68,5.0,footstep
07064144.wav,1 man 1 woman depart (reprocessed),14,Footsteps: Male: Road: Running,ECD055,Footsteps 1,69,5.0,footstep
07064145.wav,1 man starts and stops (reprocessed),63,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,70,5.0,footstep
07064146.wav,1 man approaches and stops (reprocessed),13,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,71,5.0,footstep
07064147.wav,1 man departs (reprocessed),12,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,72,5.0,footstep
07064148.wav,2 men start and stop (reprocessed),64,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,73,5.0,footstep
07064150.wav,2 men depart (reprocessed),10,Footsteps: Male: Wood: Walking,ECD055,Footsteps 1,75,5.0,footstep
07064173.wav,1 man 1 woman approach and stop (reprocessed),17,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,98,5.0,footstep
07064174.wav,1 man 1 woman depart (reprocessed),14,Footsteps: Male: Wood: Running,ECD055,Footsteps 1,99,5.0,footstep
07064175.wav,1 man starts and stops (reprocessed),63,Footsteps: Male: Stone: Walking,ECD056,Footsteps 2,1,5.0,footstep
07064198.wav,3 men depart (reprocessed),13,Footsteps: Male: Stone: Running,ECD056,Footsteps 2,24,5.0,footstep
07064199.wav,1 woman starts and stops (reprocessed),62,Footsteps: Female: Stone: Running,ECD056,Footsteps 2,25,5.0,footstep
07037206.wav,"Footsteps on Wood, two women walking, with approach & stop. (Dead acoustic.)",14,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),2,5.0,footstep
07037207.wav,"Footsteps on Wood, two women walking, departing. (Dead acoustic.)",14,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),3,5.0,footstep
07037208.wav,"Footsteps on Wood, man & woman walking, with start & stop. (Dead acoustic.)",63,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),4,5.0,footstep
07037209.wav,"Footsteps on Wood, man & woman walking, with approach & stop. (Dead acoustic.)",15,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),5,5.0,footstep
07037210.wav,"Footsteps on Wood, man & woman walking, departing. (Dead acoustic.)",16,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),6,5.0,footstep
07037211.wav,"Footsteps on Wood, two men & one woman walking, with start & stop. (Dead acoustic.)",65,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),7,5.0,footstep
07037212.wav,"Footsteps on Wood, two men & one woman walking, with approach & stop. (Dead acoustic.)",16,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),8,5.0,footstep
07037213.wav,"Footsteps on Wood, two men & one woman walking, departing. (Dead acoustic.)",17,,EC99T,Footsteps On Wood: Walking (Dead Acoustic),9,5.0,footstep
