location,description,secs,category,CDNumber,CDName,tracknum,clusterLabel,clusterName,FrequencyCutoff,FrequencyCutoff90,FrequencyCutoff95,FrequencyCutoff99
07002233.wav,"Anne Boleyn's Clock, chimes & 8 o'clock",43,,EC105S,"Anne Boleyn's Clock, Hampton Court",5,3.0,clock,3229.98046875,1593.45703125,1636.5234375,3229.98046875
07002234.wav,"Anne Boleyn's Clock, chimes & 9 o'clock",44,,EC105S,"Anne Boleyn's Clock, Hampton Court",6,3.0,clock,3057.71484375,1593.45703125,1636.5234375,3057.71484375
07002235.wav,"Anne Boleyn's Clock, chimes & 10 o'clock",47,,EC105S,"Anne Boleyn's Clock, Hampton Court",7,3.0,clock,3229.98046875,1550.390625,1636.5234375,3229.98046875
07002236.wav,"Anne Boleyn's Clock, chimes & 11 o'clock",52,,EC105S,"Anne Boleyn's Clock, Hampton Court",8,3.0,clock,3186.9140625,1550.390625,1636.5234375,3186.9140625
07002237.wav,"Anne Boleyn's Clock, chimes & 12 o'clock",56,,EC105S,"Anne Boleyn's Clock, Hampton Court",9,3.0,clock,3186.9140625,1550.390625,1636.5234375,3186.9140625
07002240.wav,Osterley House Clock striking 2 o'clock,11,,EC105T,Osterley House Clock,2,3.0,clock,4780.37109375,3832.91015625,3875.9765625,4780.37109375
07002272.wav,"Church clock striking, 10 o'clock. (All Saints Church)",28,,EC105W,Outdoor Clock,10,3.0,clock,3531.4453125,2713.18359375,2928.515625,3531.4453125
07002273.wav,"Church clock striking, 11 o'clock. (All Saints Church)",30,,EC105W,Outdoor Clock,11,3.0,clock,3531.4453125,2713.18359375,2928.515625,3531.4453125
07002274.wav,"Church clock striking, 12 o'clock. (All Saints Church)",34,,EC105W,Outdoor Clock,12,3.0,clock,3531.4453125,2583.984375,2885.44921875,3531.4453125
07016153.wav,Keble College clock striking one o'clock.,46,,EC36Q,"Keble College Clock, Oxford ",4,3.0,clock,1593.45703125,1033.59375,1162.79296875,1593.45703125
07016154.wav,Keble College clock striking two o'clock.,49,,EC36Q,"Keble College Clock, Oxford ",5,3.0,clock,1636.5234375,1033.59375,1162.79296875,1636.5234375
07016155.wav,Keble College clock striking three o'clock.,51,,EC36Q,"Keble College Clock, Oxford ",6,3.0,clock,1636.5234375,1033.59375,1162.79296875,1636.5234375
07016156.wav,Keble College clock striking four o'clock.,53,,EC36Q,"Keble College Clock, Oxford ",7,3.0,clock,1636.5234375,1033.59375,1162.79296875,1636.5234375
07016157.wav,Keble College clock striking five o'clock.,56,,EC36Q,"Keble College Clock, Oxford ",8,3.0,clock,1679.58984375,1033.59375,1162.79296875,1679.58984375
07016158.wav,Keble College clock striking six o'clock.,59,,EC36Q,"Keble College Clock, Oxford ",9,3.0,clock,1679.58984375,1033.59375,1162.79296875,1679.58984375
07016159.wav,Keble College clock striking seven o'clock.,61,,EC36Q,"Keble College Clock, Oxford ",10,3.0,clock,1679.58984375,1033.59375,1162.79296875,1679.58984375
07016160.wav,Keble College clock striking eight o'clock.,64,,EC36Q,"Keble College Clock, Oxford ",11,3.0,clock,1636.5234375,1033.59375,1162.79296875,1636.5234375
07016161.wav,Keble College clock striking nine o'clock.,64,,EC36R,"Caius College Clock, Cambridge",1,3.0,clock,1679.58984375,1033.59375,1162.79296875,1679.58984375
07016162.wav,Keble College clock striking ten o'clock.,68,,EC36R,"Caius College Clock, Cambridge",2,3.0,clock,1679.58984375,1033.59375,1162.79296875,1679.58984375
07016163.wav,Keble College clock striking eleven o'clock.,70,,EC36R,"Caius College Clock, Cambridge",3,3.0,clock,1679.58984375,1033.59375,1162.79296875,1679.58984375
07016164.wav,Keble College clock striking twelve o'clock.,72,,EC36R,"Caius College Clock, Cambridge",4,3.0,clock,1679.58984375,1033.59375,1162.79296875,1679.58984375
07016165.wav,Caius College clock striking quarter past the hour.,17,,EC36R,"Caius College Clock, Cambridge",5,3.0,clock,1248.92578125,732.12890625,818.26171875,1248.92578125
07016166.wav,Caius College clock striking half past the hour.,19,,EC36R,"Caius College Clock, Cambridge",6,3.0,clock,1550.390625,861.328125,947.4609375,1550.390625
07016167.wav,Caius College clock striking quarter to the hour.,19,,EC36R,"Caius College Clock, Cambridge",7,3.0,clock,1550.390625,861.328125,947.4609375,1550.390625
07016168.wav,Caius College clock striking one o'clock.,27,,EC36R,"Caius College Clock, Cambridge",8,3.0,clock,1722.65625,1378.125,1507.32421875,1722.65625
07016169.wav,Caius College clock striking two o'clock.,27,,EC36R,"Caius College Clock, Cambridge",9,3.0,clock,1722.65625,1378.125,1507.32421875,1722.65625
07016170.wav,Caius College clock striking three o'clock.,31,,EC36R,"Caius College Clock, Cambridge",10,3.0,clock,1679.58984375,1378.125,1421.19140625,1679.58984375
07016171.wav,Caius College clock striking four o'clock.,35,,EC36S,Cambridge Clocks,1,3.0,clock,1593.45703125,1378.125,1421.19140625,1593.45703125
07016172.wav,Caius College clock striking five o'clock.,35,,EC36S,Cambridge Clocks,2,3.0,clock,1593.45703125,1378.125,1421.19140625,1593.45703125
07016173.wav,Caius College clock striking six o'clock.,38,,EC36S,Cambridge Clocks,3,3.0,clock,1593.45703125,1378.125,1421.19140625,1593.45703125
07016218.wav,New College clock striking nine o'clock.,54,,EC36V,"New College Clock, Oxford",12,3.0,clock,2497.8515625,1162.79296875,1593.45703125,2497.8515625
07016175.wav,Caius College clock striking eight o'clock.,42,,EC36S,Cambridge Clocks,5,3.0,clock,1550.390625,1378.125,1421.19140625,1550.390625
07016176.wav,Caius College clock striking nine o'clock.,45,,EC36S,Cambridge Clocks,6,3.0,clock,1593.45703125,1378.125,1421.19140625,1593.45703125
07016177.wav,Caius College clock striking ten o'clock.,47,,EC36S,Cambridge Clocks,7,3.0,clock,1593.45703125,1378.125,1421.19140625,1593.45703125
07016178.wav,Caius College clock striking eleven o'clock.,50,,EC36S,Cambridge Clocks,8,3.0,clock,1550.390625,1378.125,1421.19140625,1550.390625
07016179.wav,Caius College clock striking twelve o'clock.,55,,EC36S,Cambridge Clocks,9,3.0,clock,1550.390625,1378.125,1421.19140625,1550.390625
07016152.wav,Keble College clock striking quarter to the hour.,19,,EC36Q,"Keble College Clock, Oxford ",3,3.0,clock,1722.65625,990.52734375,990.52734375,1722.65625
07016151.wav,Keble College clock striking half past the hour.,23,,EC36Q,"Keble College Clock, Oxford ",2,3.0,clock,1593.45703125,990.52734375,1162.79296875,1593.45703125
07016150.wav,Keble College clock striking quarter past the hour.,24,,EC36Q,"Keble College Clock, Oxford ",1,3.0,clock,1593.45703125,990.52734375,1162.79296875,1593.45703125
07016149.wav,Wadham College clock striking nine o'clock.,19,,EC36P,"Wadham College Clock, Oxford",12,3.0,clock,4651.171875,3617.578125,4608.10546875,4651.171875
07016121.wav,Jesus College clock striking five o'clock.,18,,EC36M,"Jesus College Clock, Oxford",8,3.0,clock,4134.375,3014.6484375,3057.71484375,4134.375
07016122.wav,Jesus College clock striking six o'clock.,20,,EC36M,"Jesus College Clock, Oxford",9,3.0,clock,4134.375,3014.6484375,3057.71484375,4134.375
07016123.wav,Jesus College clock striking seven o'clock.,22,,EC36M,"Jesus College Clock, Oxford",10,3.0,clock,4134.375,3014.6484375,3057.71484375,4134.375
07016124.wav,Jesus College clock striking eight o'clock.,25,,EC36M,"Jesus College Clock, Oxford",11,3.0,clock,4134.375,3014.6484375,3057.71484375,4134.375
07016125.wav,Jesus College clock striking nine o'clock.,27,,EC36M,"Jesus College Clock, Oxford",12,3.0,clock,4134.375,3014.6484375,3057.71484375,4134.375
07016126.wav,Lincoln College clock striking ten o'clock.,30,,EC36N,"Lincoln College Clock, Oxford",1,3.0,clock,5426.3671875,3445.3125,4392.7734375,5426.3671875
07016127.wav,Lincoln College clock striking eleven o'clock.,32,,EC36N,"Lincoln College Clock, Oxford",2,3.0,clock,5426.3671875,3574.51171875,4392.7734375,5426.3671875
07016128.wav,Lincoln College clock striking twelve o'clock.,33,,EC36N,"Lincoln College Clock, Oxford",3,3.0,clock,5426.3671875,3617.578125,4392.7734375,5426.3671875
07016129.wav,Lincoln College clock striking one o'clock.,11,,EC36N,"Lincoln College Clock, Oxford",4,3.0,clock,5383.30078125,3402.24609375,4392.7734375,5383.30078125
07016130.wav,Lincoln College clock striking two o'clock.,14,,EC36N,"Lincoln College Clock, Oxford",5,3.0,clock,5081.8359375,3359.1796875,4392.7734375,5081.8359375
07016131.wav,Lincoln College clock striking three o'clock.,16,,EC36N,"Lincoln College Clock, Oxford",6,3.0,clock,5383.30078125,3402.24609375,4392.7734375,5383.30078125
07016132.wav,Lincoln College clock striking four o'clock.,18,,EC36N,"Lincoln College Clock, Oxford",7,3.0,clock,5383.30078125,3402.24609375,4392.7734375,5383.30078125
07016133.wav,Lincoln College clock striking five o'clock.,19,,EC36N,"Lincoln College Clock, Oxford",8,3.0,clock,5426.3671875,3402.24609375,4392.7734375,5426.3671875
07016181.wav,Trinity & St John's College clock striking half past the hour. (Trinity clock strikes a second time for St. John's College.),22,,EC36S,Cambridge Clocks,11,3.0,clock,3919.04296875,2842.3828125,2885.44921875,3919.04296875
07016134.wav,Lincoln College clock striking six o'clock.,22,,EC36N,"Lincoln College Clock, Oxford",9,3.0,clock,5426.3671875,3402.24609375,4392.7734375,5426.3671875
07016136.wav,Lincoln College clock striking eight o'clock.,25,,EC36N,"Lincoln College Clock, Oxford",11,3.0,clock,5426.3671875,3488.37890625,4392.7734375,5426.3671875
07016137.wav,Lincoln College clock striking nine o'clock.,27,,EC36N,"Lincoln College Clock, Oxford",12,3.0,clock,5426.3671875,3660.64453125,4392.7734375,5426.3671875
07016138.wav,Wadham College clock striking ten o'clock.,20,,EC36P,"Wadham College Clock, Oxford",1,3.0,clock,4651.171875,3617.578125,4608.10546875,4651.171875
07016139.wav,Wadham College clock striking eleven o'clock.,20,,EC36P,"Wadham College Clock, Oxford",2,3.0,clock,4651.171875,3617.578125,4608.10546875,4651.171875
07016140.wav,Wadham College clock striking twelve o'clock.,22,,EC36P,"Wadham College Clock, Oxford",3,3.0,clock,4651.171875,3617.578125,4608.10546875,4651.171875
07016141.wav,Wadham College clock striking one o'clock.,11,,EC36P,"Wadham College Clock, Oxford",4,3.0,clock,4651.171875,3617.578125,4608.10546875,4651.171875
07016142.wav,Wadham College clock striking two o'clock.,12,,EC36P,"Wadham College Clock, Oxford",5,3.0,clock,4694.23828125,3660.64453125,3660.64453125,4694.23828125
07016143.wav,Wadham College clock striking three o'clock.,13,,EC36P,"Wadham College Clock, Oxford",6,3.0,clock,4651.171875,3617.578125,4608.10546875,4651.171875
07016144.wav,Wadham College clock striking four o'clock.,14,,EC36P,"Wadham College Clock, Oxford",7,3.0,clock,4651.171875,3617.578125,4608.10546875,4651.171875
07016145.wav,Wadham College clock striking five o'clock.,14,,EC36P,"Wadham College Clock, Oxford",8,3.0,clock,4651.171875,3660.64453125,4608.10546875,4651.171875
07016146.wav,Wadham College clock striking six o'clock.,16,,EC36P,"Wadham College Clock, Oxford",9,3.0,clock,4651.171875,3660.64453125,4608.10546875,4651.171875
07016147.wav,Wadham College clock striking seven o'clock.,17,,EC36P,"Wadham College Clock, Oxford",10,3.0,clock,4651.171875,3617.578125,4608.10546875,4651.171875
07016148.wav,Wadham College clock striking eight o'clock.,17,,EC36P,"Wadham College Clock, Oxford",11,3.0,clock,4651.171875,3617.578125,4608.10546875,4651.171875
07016135.wav,Lincoln College clock striking seven o'clock.,23,,EC36N,"Lincoln College Clock, Oxford",10,3.0,clock,5426.3671875,3488.37890625,4392.7734375,5426.3671875
07016219.wav,New College clock striking ten o'clock.,56,,EC36W,"Christchurch College Clock, Oxford",1,3.0,clock,2454.78515625,1119.7265625,1593.45703125,2454.78515625
07016230.wav,Christchurch College clock striking nine o'clock.,55,,EC36X,"Christchurch College Clock, Oxford",1,3.0,clock,2842.3828125,947.4609375,1378.125,2842.3828125
07016221.wav,New College clock striking twelve o'clock.,61,,EC36W,"Christchurch College Clock, Oxford",3,3.0,clock,2454.78515625,1119.7265625,1593.45703125,2454.78515625
07022164.wav,Domestic clock striking six o'clock. (Domestic clock with Westminster chimes.),44,,EC48P,Domestic Clock: Westminster Chimes,12,3.0,clock,3660.64453125,1550.390625,2885.44921875,3660.64453125
07022165.wav,Domestic clock striking seven o'clock. (Domestic clock with Westminster chimes.),45,,EC48Q,Clocks,1,3.0,clock,3703.7109375,1291.9921875,2885.44921875,3703.7109375
07022166.wav,Domestic clock striking eight o'clock. (Domestic clock with Westminster chimes.),46,,EC48Q,Clocks,2,3.0,clock,4134.375,1679.58984375,2885.44921875,4134.375
07022167.wav,Domestic clock striking nine o'clock. (Domestic clock with Westminster chimes.),49,,EC48Q,Clocks,3,3.0,clock,4220.5078125,1722.65625,2885.44921875,4220.5078125
07022168.wav,Domestic clock ticking. (Domestic clock with Westminster chimes.),131,,EC48Q,Clocks,4,3.0,clock,4780.37109375,4048.2421875,4349.70703125,4780.37109375
07022169.wav,Domestic clock ticking slowly.,113,,EC48Q,Clocks,5,3.0,clock,3316.11328125,2153.3203125,2282.51953125,3316.11328125
07022173.wav,"Grandfather clock striking quarter past the hour. (Bell type Grandfather clock with Whittington chimes, manufactured in London 1845.)",14,,EC48R,"Grandfather Clock: Bell Type (London, 1845)",1,3.0,clock,8096.484375,5254.1015625,6675.29296875,8096.484375
07022174.wav,"Grandfather clock striking half past the hour. (Bell type Grandfather clock with Whittington chimes, manufactured in London 1845.)",16,,EC48R,"Grandfather Clock: Bell Type (London, 1845)",2,3.0,clock,8096.484375,5254.1015625,6675.29296875,8096.484375
07022175.wav,"Grandfather clock striking quarter to the hour. (Bell type Grandfather clock with Whittington chimes, manufactured in London 1845.)",19,,EC48R,"Grandfather Clock: Bell Type (London, 1845)",3,3.0,clock,8096.484375,5254.1015625,6632.2265625,8096.484375
07022177.wav,"Grandfather clock striking eleven o'clock. (Bell type Grandfather clock with Whittington chimes, manufactured in London 1845.)",49,,EC48R,"Grandfather Clock: Bell Type (London, 1845)",5,3.0,clock,7881.15234375,5211.03515625,5297.16796875,7881.15234375
07022178.wav,"Grandfather clock striking twelve o'clock. (Bell type Grandfather clock with Whittington chimes, manufactured in London 1845.)",52,,EC48R,"Grandfather Clock: Bell Type (London, 1845)",6,3.0,clock,7881.15234375,5211.03515625,5297.16796875,7881.15234375
07022179.wav,"Grandfather clock striking one o'clock. (Bell type Grandfather clock with Whittington chimes, manufactured in London 1845.)",26,,EC48R,"Grandfather Clock: Bell Type (London, 1845)",7,3.0,clock,8096.484375,5254.1015625,6330.76171875,8096.484375
07022180.wav,"Grandfather clock striking two o'clock. (Bell type Grandfather clock with Whittington chimes, manufactured in London 1845.)",29,,EC48R,"Grandfather Clock: Bell Type (London, 1845)",8,3.0,clock,8096.484375,5254.1015625,6373.828125,8096.484375
07022181.wav,"Grandfather clock striking three o'clock. (Bell type Grandfather clock with Whittington chimes, manufactured in London 1845.)",30,,EC48R,"Grandfather Clock: Bell Type (London, 1845)",9,3.0,clock,8096.484375,5254.1015625,5598.6328125,8096.484375
07022182.wav,"Grandfather clock striking four o'clock. (Bell type Grandfather clock with Whittington chimes, manufactured in London 1845.)",33,,EC48R,"Grandfather Clock: Bell Type (London, 1845)",10,3.0,clock,8096.484375,5254.1015625,5598.6328125,8096.484375
07022183.wav,"Grandfather clock striking five o'clock. (Bell type Grandfather clock with Whittington chimes, manufactured in London 1845.)",35,,EC48R,"Grandfather Clock: Bell Type (London, 1845)",11,3.0,clock,8096.484375,5254.1015625,5555.56640625,8096.484375
07022184.wav,"Grandfather clock striking six o'clock. (Bell type Grandfather clock with Whittington chimes, manufactured in London 1845.)",40,,EC48R,"Grandfather Clock: Bell Type (London, 1845)",12,3.0,clock,8096.484375,5254.1015625,5598.6328125,8096.484375
07022185.wav,"Grandfather clock striking seven o'clock. (Bell type Grandfather clock with Whittington chimes, manufactured in London 1845.)",41,,EC48S,Clocks,1,3.0,clock,7795.01953125,4392.7734375,5254.1015625,7795.01953125
07022186.wav,"Grandfather clock striking eight o'clock. (Bell type Grandfather clock with Whittington chimes, manufactured in London 1845.)",47,,EC48S,Clocks,2,3.0,clock,7795.01953125,4349.70703125,5254.1015625,7795.01953125
07022187.wav,"Grandfather clock striking nine o'clock. (Bell type Grandfather clock with Whittington chimes, manufactured in London 1845.)",50,,EC48S,Clocks,3,3.0,clock,7795.01953125,4349.70703125,5254.1015625,7795.01953125
07022188.wav,"Grandfather clock ticking. (Bell type Grandfather clock with Whittington chimes, manufactured in London 1845.)",186,,EC48S,Clocks,4,3.0,clock,2282.51953125,1593.45703125,1765.72265625,2282.51953125
07022189.wav,"Grandfather clock ticking. (Bell type Grandfather clock with Whittington chimes, manufactured in London 1845.)",123,,EC48S,Clocks,5,3.0,clock,2110.25390625,1550.390625,1894.921875,2110.25390625
07022190.wav,Winding up cuckoo clock.,27,,EC48S,Clocks,6,3.0,clock,9043.9453125,4866.50390625,5900.09765625,9043.9453125
07022191.wav,Cuckoo clock ticking.,243,,EC48S,Clocks,7,3.0,clock,5900.09765625,3229.98046875,4435.83984375,5900.09765625
07022192.wav,Cuckoo clock striking one o'clock. (Cuckoo & chimes.) (NB half-hour is same as one o'clock.),6,,EC48T,Cuckoo Clock (Cuckoo & Chimes),1,3.0,clock,6459.9609375,2799.31640625,3574.51171875,6459.9609375
07022163.wav,Domestic clock striking five o'clock. (Domestic clock with Westminster chimes.),41,,EC48P,Domestic Clock: Westminster Chimes,11,3.0,clock,3617.578125,1162.79296875,2842.3828125,3617.578125
07022162.wav,Domestic clock striking four o'clock. (Domestic clock with Westminster chimes.),39,,EC48P,Domestic Clock: Westminster Chimes,10,3.0,clock,3574.51171875,1162.79296875,2842.3828125,3574.51171875
07022161.wav,Domestic clock striking three o'clock. (Domestic clock with Westminster chimes.),38,,EC48P,Domestic Clock: Westminster Chimes,9,3.0,clock,3574.51171875,1162.79296875,2583.984375,3574.51171875
07022160.wav,Domestic clock striking two o'clock. (Domestic clock with Westminster chimes.),36,,EC48P,Domestic Clock: Westminster Chimes,8,3.0,clock,3488.37890625,1119.7265625,2497.8515625,3488.37890625
07022134.wav,"Domestic clock striking eight o'clock. (English domestic clock, manufactured 1810.)",34,,EC48M,Domestic Clock Ticking,2,3.0,clock,9517.67578125,6890.625,7364.35546875,9517.67578125
