location,description,secs,category,CDNumber,CDName,tracknum
07074135.wav,"Single cork pop and heavy guzzling - 1967 (7C, reprocessed)",8,Cork Pops: Comedy,ECD095,Comedy 2,43
07074134.wav,"Martian computer - 1972 (7K, reprocessed)",100,Computers: Comic,ECD095,Comedy 2,42
07074133.wav,"Chemical computer - 1970 (7J, reprocessed)",97,Computers: Comic,ECD095,Comedy 2,41
07074132.wav,"Cuckoo clock tester - 1970 (7J, reprocessed)",82,Clocks: Comic,ECD095,Comedy 2,40
07074131.wav,"Clock cartoon - 1970 (7J, reprocessed)",11,Clocks: Comic,ECD095,Comedy 2,39
07074130.wav,"Clockwork mechanism - 1968 (7H, reprocessed)",26,Clocks: Comic,ECD095,Comedy 2,38
07074129.wav,"Atmos. in a clock shop, with ticking and chimes - 1967 (7F, reprocessed)",65,Clocks: Comic,ECD095,Comedy 2,37
07074128.wav,"Clock nightmare - 1967 (7D, reprocessed)",25,Clocks: Comic,ECD095,Comedy 2,36
07074127.wav,"Slow walk with chains - 1969 (89E, reprocessed)",61,Chains: Comedy,ECD095,Comedy 2,35
07074126.wav,"Running chains - 1969 (89E, reprocessed)",61,Chains: Comedy,ECD095,Comedy 2,34
07074125.wav,"Chains shaken - 1969 (89E, reprocessed)",61,Chains: Comedy,ECD095,Comedy 2,33
07074124.wav,"Chains rattling - 1969 (89E, reprocessed)",61,Chains: Comedy,ECD095,Comedy 2,32
07074123.wav,"Puncture - air escaping from tyre - 1972 (7M, reprocessed)",7,Comedy: Cars,ECD095,Comedy 2,31
07074122.wav,"Single car running comically - 1967 (7F, reprocessed)",69,Comedy: Cars,ECD095,Comedy 2,30
07074121.wav,"Continuous bubbling sound - 1972 (7M, reprocessed)",12,Bubbles: Comedy,ECD095,Comedy 2,29
07074120.wav,"Milk bottles breaking - 1968 (7H, reprocessed)",1,Comedy: Bottles,ECD095,Comedy 2,28
07074119.wav,"Glass bottles tipped onto floor - 1967 (7B, reprocessed)",21,Comedy: Bottles,ECD095,Comedy 2,27
07074118.wav,"One bluebottle circling at 7 ft - 1972 (7L, reprocessed)",31,Insects: Bluebottles: Comedy,ECD095,Comedy 2,26
07074117.wav,"Single woodpecker practising - 1972 (7K, reprocessed)",43,Birds: Comic,ECD095,Comedy 2,25
07074116.wav,"Mother owl hooting - 1972 (7K, reprocessed)",4,Birds: Comic,ECD095,Comedy 2,24
07074115.wav,"Father owl hooting - 1972 (7K, reprocessed)",7,Birds: Comic,ECD095,Comedy 2,23
07074114.wav,"Irish nightingale - 1972 (7L, reprocessed)",59,Birds: Comic,ECD095,Comedy 2,22
07074113.wav,"Smoked herring gull - 1972 (7L, reprocessed)",5,Birds: Comic,ECD095,Comedy 2,21
07074112.wav,"One goose gobbling - 1972 (7M, reprocessed)",17,Birds: Comic,ECD095,Comedy 2,20
07074111.wav,"Bristle-backed duck - 1972 (7L, reprocessed)",39,Birds: Comic,ECD095,Comedy 2,19
07074110.wav,"Indisposed chicken - 1972 (7L, reprocessed)",7,Birds: Comic,ECD095,Comedy 2,18
07074109.wav,"More-or-less normal chicken - 1972 (7L, reprocessed)",23,Birds: Comic,ECD095,Comedy 2,17
07074108.wav,"Large bird taking off, three attempts - 1972 (7M, reprocessed)",28,Birds: Comic,ECD095,Comedy 2,16
07074107.wav,"Birds taking off - 1967 (7C, reprocessed)",4,Birds: Comic,ECD095,Comedy 2,15
07074106.wav,"A country idyll, countryside atmos. - 1972 (7L, reprocessed)",18,Birds: Comic,ECD095,Comedy 2,14
07074105.wav,"4 batter puddings thrown - 1967 (7A, reprocessed)",4,Comedy: Batter Puddings,ECD095,Comedy 2,13
07074104.wav,"Mighty balloon bursts - 1967 (7D, reprocessed)",9,Balloons: Comedy,ECD095,Comedy 2,12
07074103.wav,"Arrow landing - 1972 (7M, reprocessed)",4,Sports: Archery: Comedy,ECD095,Comedy 2,11
07074102.wav,"Flight of arrows - 1972 (7M, reprocessed)",27,Sports: Archery: Comedy,ECD095,Comedy 2,10
07074101.wav,"Feeble applause - 1967 (7E, reprocessed)",19,Applause: Comedy,ECD095,Comedy 2,9
07074100.wav,"Half a dozen werewolves - 1972 (7L, reprocessed)",19,Animals: Comedy,ECD095,Comedy 2,8
07074099.wav,"Assorted sheep bleating - 1972 (7M, reprocessed)",37,Animals: Comedy,ECD095,Comedy 2,7
07074098.wav,"Mother and child sheep bleating - 1972 (7M, reprocessed)",36,Animals: Comedy,ECD095,Comedy 2,6
07074097.wav,"Trio of horse neighs - 1972 (7L, reprocessed)",23,Animals: Comedy,ECD095,Comedy 2,5
07074096.wav,"Mating cry young donkey - 1972 (7L, reprocessed)",23,Animals: Comedy,ECD095,Comedy 2,4
07074095.wav,"One donkey donkeying - 1972 (7L, reprocessed)",20,Animals: Comedy,ECD095,Comedy 2,3
07074094.wav,"Wild boars having tea - 1972 (7L, reprocessed)",26,Animals: Comedy,ECD095,Comedy 2,2
07074093.wav,"One angel in flight - 1967 (7F, reprocessed)",42,Angels: Comedy,ECD095,Comedy 2,1
07074092.wav,Buffing sheet metal parts.,180,Industry: Motor Car Manufacture,ECD159,Industry 4,35
07074091.wav,Scurfing sheet metal parts.,177,Industry: Motor Car Manufacture,ECD159,Industry 4,34
07074090.wav,750-ton press stamping out metal parts.,182,Industry: Motor Car Manufacture,ECD159,Industry 4,33
07074089.wav,High-pressure air pipes singing.,180,Industry: Motor Car Manufacture,ECD159,Industry 4,32
07074088.wav,Atmosphere in high-pressure spray plant.,180,Industry: Motor Car Manufacture,ECD159,Industry 4,31
07074087.wav,Spot welding of car bodies.,139,Industry: Motor Car Manufacture,ECD159,Industry 4,30
07074086.wav,Tightening nuts mechanically.,56,Industry: Motor Car Manufacture,ECD159,Industry 4,29
07074085.wav,Body building shop atmosphere.,180,Industry: Motor Car Manufacture,ECD159,Industry 4,28
07074084.wav,General atmosphere in motor car works.,180,Industry: Motor Car Manufacture,ECD159,Industry 4,27
07074083.wav,Sawing diamond.,49,Industry: Gold And Gems,ECD159,Industry 4,26
07074082.wav,Sharpening diamond.,57,Industry: Gold And Gems,ECD159,Industry 4,25
07074081.wav,Polishing gem stone on lapidary's wheel.,54,Industry: Gold And Gems,ECD159,Industry 4,24
07074080.wav,Chasing gold rings.,50,Industry: Gold And Gems,ECD159,Industry 4,23
07074079.wav,Rolling gold into sheets.,52,Industry: Gold And Gems,ECD159,Industry 4,22
07074078.wav,Hammering gold leaf.,53,Industry: Gold And Gems,ECD159,Industry 4,21
07074077.wav,Pouring fine-grain gold.,57,Industry: Gold And Gems,ECD159,Industry 4,20
07074076.wav,Shaking pan to dry fine-grain gold.,37,Industry: Gold And Gems,ECD159,Industry 4,19
07074075.wav,Fine-grain gold taken out & rinsed.,57,Industry: Gold And Gems,ECD159,Industry 4,18
07074074.wav,Molten gold poured into water.,92,Industry: Gold And Gems,ECD159,Industry 4,17
07074073.wav,Hot crucible lifted with block and tackle.,28,Industry: Gold And Gems,ECD159,Industry 4,16
07074072.wav,Gold furnace.,59,Industry: Gold And Gems,ECD159,Industry 4,15
07074071.wav,Tyre bead-making machine.,94,Industry: Tyre Manufacture,ECD159,Industry 4,14
07074070.wav,Weathering tyres.,144,Industry: Tyre Manufacture,ECD159,Industry 4,13
07074069.wav,Mixing raw rubber.,180,Industry: Tyre Manufacture,ECD159,Industry 4,12
07074068.wav,Heavy steam hisses - tyre factory.,80,Industry: Tyre Manufacture,ECD159,Industry 4,11
07074067.wav,Mill room atmosphere.,180,Industry: Tyre Manufacture,ECD159,Industry 4,10
07074066.wav,Debagging tyres.,180,Industry: Tyre Manufacture,ECD159,Industry 4,9
07074065.wav,"Assembly shop atmosphere (""D"").",180,Industry: Light,ECD159,Industry 4,8
07074064.wav,Machine shop atmosphere.,180,Industry: Light,ECD159,Industry 4,7
07074063.wav,Injection moulding shop atmosphere.,180,Industry: Light,ECD159,Industry 4,6
07074062.wav,"Assembly shop atmosphere (""C"").",180,Industry: Light,ECD159,Industry 4,5
07074061.wav,Weingarten hydraulic press operating.,183,Industry: Light,ECD159,Industry 4,4
07074060.wav,Wire cutting machine operating.,113,Industry: Light,ECD159,Industry 4,3
07074059.wav,Braiding machine operating.,139,Industry: Light,ECD159,Industry 4,2
07074058.wav,Moulding crusher operating.,42,Industry: Light,ECD159,Industry 4,1
07074057.wav,"Betting shop - Atmosphere - P.A. with voices, busy.",191,Shops: Betting Shops,ECD161,Shops,17
07074056.wav,Betting shop - Atmosphere - P.A. with voices.,207,Shops: Betting Shops,ECD161,Shops,16
07074055.wav,Betting shop - Atmosphere with P.A.,201,Shops: Betting Shops,ECD161,Shops,15
07074054.wav,Betting shop - General atmosphere.,185,Shops: Betting Shops,ECD161,Shops,14
07074053.wav,Village store - general atmosphere.,300,Shops: Village Stores,ECD161,Shops,13
07074052.wav,Greengrocers' shop - open fronted.,300,Shops: Greengrocers,ECD161,Shops,12
07074051.wav,Newsagent/confectioner's shop - fairly quiet atmosphere.,314,Shops: Newsagents/Confectioners,ECD161,Shops,11
07074050.wav,"Confectioners' shop - busy, with children.",301,Shops: Confectioners,ECD161,Shops,10
07074049.wav,Butchers' shop - general atmosphere.,300,Shops: Butchers,ECD161,Shops,9
07074048.wav,Drapers' shop - general atmosphere with cash railway.,313,Shops: Drapers,ECD161,Shops,8
07074047.wav,"Shopping precinct - Chatter, footsteps, etc - wide perspective, Stevenage, April 1970.",300,Shops: Shopping Precincts,ECD161,Shops,7
07074046.wav,"Shopping precinct - Chatter, footsteps, etc - close perspective, Stevenage, April 1970.",300,Shops: Shopping Precincts,ECD161,Shops,6
07074045.wav,"Supermarket - At checkout positions, quieter than track 4.",141,Shops: Supermarkets,ECD161,Shops,5
07074044.wav,Supermarket - At checkout positions.,146,Shops: Supermarkets,ECD161,Shops,4
07074043.wav,Supermarket - General atmosphere.,165,Shops: Supermarkets,ECD161,Shops,3
07074042.wav,Atmosphere in Bentalls.,291,Shops: Department Stores,ECD161,Shops,2
07074041.wav,Atmosphere in Harrods.,291,Shops: Department Stores,ECD161,Shops,1
07074040.wav,General atmosphere in canteen kitchen.,337,Restaurants: Canteens,ECD160,Restaurants & Kitchens,14
07074039.wav,Kitchen of London Council home.,332,Kitchens,ECD160,Restaurants & Kitchens,13
07074038.wav,"Kitchen of busy Chinese restaurant, London.",287,Kitchens,ECD160,Restaurants & Kitchens,12
07074037.wav,"Kitchen of busy French restaurant, London.",312,Kitchens,ECD160,Restaurants & Kitchens,11
07074036.wav,American chatter; large mixed crowd in dining hall of US Air Force base.,320,Crowds: Interior,ECD160,Restaurants & Kitchens,10
07074035.wav,American chatter; medium-sized crowd in dining hall of US Air Force base.,320,Crowds: Interior,ECD160,Restaurants & Kitchens,9
07074034.wav,Large restaurant Holland.,204,Restaurants: Holland,ECD160,Restaurants & Kitchens,8
07074033.wav,British Museum - atmosphere in tea room.,316,Museums: British Museum,ECD160,Restaurants & Kitchens,7
07074032.wav,Fish and chip shop.,318,Restaurants,ECD160,Restaurants & Kitchens,6
07074031.wav,Cheap restaurant - very quiet.,270,Restaurants,ECD160,Restaurants & Kitchens,5
07074030.wav,Cheap restaurant - quiet conversation and chatter.,301,Restaurants,ECD160,Restaurants & Kitchens,4
07074029.wav,"Noisy French restaurant, London.",307,London,ECD160,Restaurants & Kitchens,3
07074028.wav,Restaurant - lunch/dinner time.,322,Restaurants,ECD160,Restaurants & Kitchens,2
07074027.wav,Restaurant - tea/coffee time.,300,Restaurants,ECD160,Restaurants & Kitchens,1
07074026.wav,"Sheep shearing machine - starts, runs, stops. Rec. at the New Zealand Agrodome, Rotorua.",47,New Zealand,ECD134,Sydney & Urban New Zealand,26
07074025.wav,"Claybird shooting - several shotgun shots preceded by noise of claybird (aka clay pigeon) firing mechanism, with comments from instructor just audible. Rec. at Agrodome, Rotorua, New Zealand.",51,Guns: Shotguns,ECD134,Sydney & Urban New Zealand,25
07074024.wav,Cars passing on open road - tranquil cicadas and distant birds disturbed by occasional cars passing at speed.,186,Birds,ECD134,Sydney & Urban New Zealand,24
07074023.wav,"Street scene, Christchurch - outside arts centre (afternoon), horse-drawn carriage passes, tram approaches, stops, then departs with honks, clanks and hiss of steam.",145,Animals: Horses: Carriages,ECD134,Sydney & Urban New Zealand,23
07074022.wav,"Shopping mall cafe, Auckland - distant clatter of crockery and cutlery with lively conversation in eating area surrounded by food counters.",202,New Zealand,ECD134,Sydney & Urban New Zealand,22
07074021.wav,"Quiet back street, Auckland - distant cars revving and accelerating, hum of air conditioning, sparrows, rustle of wind-blown paper.",143,Traffic: Motor: Side Streets,ECD134,Sydney & Urban New Zealand,21
07074020.wav,"Queen Street, Auckland - cars and buses passing and waiting at busy crossroads, distant myna birds, laughter, conversation and pedestrian crossing signals.",226,Traffic: Motor: Towns,ECD134,Sydney & Urban New Zealand,20
07074019.wav,"Busy street scene, Wellington - traffic footsteps, rattle of overhead wires and pantographs as electric buses pass, pedestrian crossings.",255,Streets,ECD134,Sydney & Urban New Zealand,19
07074018.wav,"Lorikeets at dawn, Manly beach, Australia - raccous dawn chorus of Rainbow Lorikeets in tall trees against a background of Tasman sea surf.",141,Australia,ECD134,Sydney & Urban New Zealand,18
07074017.wav,"Budgerigars and doves, Warratah Park, Australia - occasional wind in dry leaves and crow calling.",186,Australia,ECD134,Sydney & Urban New Zealand,17
07074016.wav,"Bellbirds on farm land - recorded at Kurrajong Heights in the Blue Mountains region, Australia (some cars and chain-saw audible in background).",126,Australia,ECD134,Sydney & Urban New Zealand,16
07074015.wav,"Suburban bush at dawn, Cherry brook - lively bush atmosphere on the Callicoma Trail, including whipbirds, cockatoos, parrots ( distant light plane heard occasionally in background).",167,Australia,ECD134,Sydney & Urban New Zealand,15
07074014.wav,"Ferry arrives at Circular Quay Sydney, Australia - distant horns, water churning as large ferry arrives, indistinct speech and calls from passengers, warning alarms, clank of metal gates and ramps; passengers disembark.",268,Australia,ECD134,Sydney & Urban New Zealand,14
07074013.wav,"Monorail train passing, Darling Harbour - city atmosphere with footsteps, some distinct speech. Monorail train passes overhead (ID point at 1'22"" for train approach).",124,Trains: Sydney,ECD134,Sydney & Urban New Zealand,13
07074012.wav,"Sydney Harbourlink Monorail - train arrives in station and departs with general atmosphere, tourists and click of turnstiles.",139,Trains: Stations: Australia,ECD134,Sydney & Urban New Zealand,12
07074011.wav,"Suburban trains, Circular Quay Station - trains arrive and depart with station announcements, whistles, hooters and passengers waiting.",188,Trains: Stations,ECD134,Sydney & Urban New Zealand,11
07074010.wav,"Cicada and trash - lone cicada sings as bags of cans and bottles are thrown away. Urban atmosphere; recorded Sydney, Australia.",170,Australia,ECD134,Sydney & Urban New Zealand,10
07074009.wav,"Building site - Manly, Australia. Large site as heard from above with natural reverberation, hammering, electric saws, drilling, metal sheeting and wood dropped, very distant background surf and some myna birds.",172,Australia,ECD134,Sydney & Urban New Zealand,9
07074008.wav,"Pedestrian crossings, Manly, Australia. Vibrating crossing signals, with passing traffic, footsteps and some distant voices.",233,Australia,ECD134,Sydney & Urban New Zealand,8
07074007.wav,"Station foyer, Circular Quay - general foyer atmosphere with ticket machines, entry gates and some distant traffic.",98,Trains: Stations: Australia,ECD134,Sydney & Urban New Zealand,7
07074006.wav,"Street scene, outside Circular Quay - buses stopping with air brakes, taxi rank, occasional passing traffic.",157,Australia,ECD134,Sydney & Urban New Zealand,6
07074005.wav,"Harbour skyline, Sydney cove - overlooking Circular quay, The Rocks and Sydney Harbour Bridge, water lapping againt jetty, ferry horns, distant trains arriving and leaving (evening).",251,Atmospheres: Quayside,ECD134,Sydney & Urban New Zealand,5
07074004.wav,"Small creek, Charles Darwin walk - bush walk in the Blue Mountains region, some bird calls in background.",139,Australia,ECD134,Sydney & Urban New Zealand,4
07074003.wav,"Lapping water with bird song, Pittwater - early morning, with distant bird calls including whipbirds, laughing kookaburra, parrots and cockatoos.",176,Australia,ECD134,Sydney & Urban New Zealand,3
07074002.wav,Heavy surf - Manly beach.,157,Australia,ECD134,Sydney & Urban New Zealand,2
07074001.wav,Surf - Bondi beach.,143,Australia,ECD134,Sydney & Urban New Zealand,1
07073026.wav,"Tag match - PA announcement with crowd reaction, bell, bout begins ",314,Sports: Wrestling: Indoor,ECD153,Boxing & Wrestling,26
07073025.wav,Laughter & applause after throw ,31,Sports: Wrestling: Indoor,ECD153,Boxing & Wrestling,25
07073024.wav,Animated crowd reaction ,284,Sports: Wrestling: Indoor,ECD153,Boxing & Wrestling,24
07073023.wav,Good throw & applause - bell into PA & chatter ,51,Sports: Wrestling: Indoor,ECD153,Boxing & Wrestling,23
07073022.wav,"Bell - end of round, into quiet chatter ",10,Sports: Wrestling: Indoor,ECD153,Boxing & Wrestling,22
07073021.wav,Applause for throw ,7,Sports: Wrestling: Indoor,ECD153,Boxing & Wrestling,21
07073020.wav,Shouts of encouragement ,22,Sports: Wrestling: Indoor,ECD153,Boxing & Wrestling,20
07073019.wav,"Announcement - bell, bout begins ",152,Sports: Wrestling: Indoor,ECD153,Boxing & Wrestling,19
07073018.wav,PA announcement. & crowd reaction ,33,Sports: Wrestling: Indoor,ECD153,Boxing & Wrestling,18
07073017.wav,General atmosphere - spectators arriving ,374,Sports: Wrestling: Indoor,ECD153,Boxing & Wrestling,17
